"placement_id","offer_id","candidate_id","job_id","placement_date","joining_date","placement_status","department","designation","job_code","job_title","job_status","department_id","end_client_id","vendor_id","location_id","assigned_recruiter_id","offer_date","offered_salary","offer_status","days_to_placement","days_from_placement_to_joining","placement_outcome"
231,159,7125,791,2025-10-08,2025-10-16,Active,Data & Analytics,Data Analyst,JOB-2026-00791,Data Analyst,Open,2,22,12,14,4,2025-10-02,122000.00,Accepted,35,8,SUCCESSFUL
270,269,232,620,2025-09-30,2025-11-06,Active,Information Technology,ML Engineer,JOB-2026-00620,ML Engineer,Open,6,1,16,9,2,2025-09-25,91000.00,Accepted,34,37,SUCCESSFUL
48,128,982,66,2025-09-18,2025-10-01,Active,Technology,Full Stack Developer,JOB-2026-00066,Full Stack Developer,Open,7,7,12,5,2,2025-09-16,74000.00,Accepted,27,13,SUCCESSFUL
72,302,8828,244,2025-09-17,2025-10-07,Active,Data & Analytics,ML Engineer,JOB-2026-00244,ML Engineer,Open,2,3,16,11,2,2025-09-16,165000.00,Accepted,42,20,SUCCESSFUL
187,100,3962,805,2025-09-15,2025-10-17,Active,Data & Analytics,Data Scientist,JOB-2026-00805,Data Scientist,Filled,2,9,14,3,4,2025-09-08,64000.00,Accepted,38,32,SUCCESSFUL
63,372,6489,74,2025-09-06,2025-10-30,Active,Technology,Data Analyst,JOB-2026-00074,Data Analyst,Closed,7,2,14,12,4,2025-08-31,138000.00,Accepted,49,54,SUCCESSFUL
222,12,5598,9,2025-09-05,,Fell Through,Information Technology,ML Engineer,JOB-2026-00009,ML Engineer,Filled,6,10,12,12,2,2025-09-03,170000.00,Accepted,48,,UNSUCCESSFUL
102,280,6505,871,2025-08-20,2025-09-17,Active,Technology,Business Analyst,JOB-2026-00871,Business Analyst,Filled,7,9,12,4,3,2025-08-15,66000.00,Accepted,28,28,SUCCESSFUL
78,534,4895,433,2025-08-14,2025-08-29,Active,Data & Analytics,AI Engineer,JOB-2026-00433,AI Engineer,Filled,2,2,11,16,1,2025-08-07,64000.00,Accepted,32,15,SUCCESSFUL
126,503,7977,867,2025-08-06,2025-08-31,Active,Information Technology,AI Engineer,JOB-2026-00867,AI Engineer,Closed,6,10,11,19,3,2025-08-01,128000.00,Accepted,47,25,SUCCESSFUL
133,59,1401,357,2025-07-31,2025-09-06,Active,Data & Analytics,Business Analyst,JOB-2026-00357,Business Analyst,Closed,2,2,16,20,2,2025-07-26,64000.00,Accepted,41,37,SUCCESSFUL
285,118,3867,982,2025-07-23,2025-08-07,Active,Data & Analytics,Full Stack Developer,JOB-2026-00982,Full Stack Developer,Filled,2,9,11,13,2,2025-07-18,113000.00,Accepted,44,15,SUCCESSFUL
58,116,7029,275,2025-07-18,,Fell Through,Information Technology,DevOps Engineer,JOB-2026-00275,DevOps Engineer,Filled,6,10,15,19,4,2025-07-15,148000.00,Accepted,42,,UNSUCCESSFUL
243,492,4444,897,2025-06-26,2025-08-10,Active,Technology,Data Scientist,JOB-2026-00897,Data Scientist,Closed,7,23,11,15,3,2025-06-25,113000.00,Accepted,37,45,SUCCESSFUL
124,80,8934,335,2025-06-23,2025-07-30,Active,Data & Analytics,AI Engineer,JOB-2026-00335,AI Engineer,Open,2,10,12,1,3,2025-06-17,88000.00,Accepted,36,37,SUCCESSFUL
225,93,5178,401,2025-06-10,2025-06-29,Completed Guarantee Period,Technology,Senior Data Analyst,JOB-2026-00401,Senior Data Analyst,Open,7,9,11,18,3,2025-06-04,119000.00,Accepted,38,19,SUCCESSFUL
101,416,9396,307,2025-05-06,2025-05-28,Completed Guarantee Period,Technology,Senior Data Analyst,JOB-2026-00307,Senior Data Analyst,Filled,7,2,13,3,2,2025-05-02,114000.00,Accepted,45,22,SUCCESSFUL
209,198,7809,379,2025-05-04,2025-06-10,Completed Guarantee Period,Technology,DevOps Engineer,JOB-2026-00379,DevOps Engineer,Open,7,8,16,21,1,2025-05-03,154000.00,Accepted,33,37,SUCCESSFUL
146,552,5933,784,2025-03-12,2025-05-05,Active,Technology,Senior Data Analyst,JOB-2026-00784,Senior Data Analyst,Open,7,4,13,11,3,2025-03-07,117000.00,Accepted,43,54,SUCCESSFUL
