"offer_id","application_id","offer_date","offered_salary","offer_status","joining_date","candidate_id","job_id","job_title","min_salary","max_salary","salary_position","difference_from_salary_midpoint","final_offer_status"
492,2009,2025-06-25,113000.00,Accepted,2025-08-10,4444,897,Data Scientist,64770.00,87350.00,ABOVE RANGE,36940.00,Accepted
420,18458,2026-05-06,113000.00,Accepted,2026-06-17,3249,93,DevOps Engineer,40404.00,93728.00,ABOVE RANGE,45934.00,Accepted
77,16628,2025-06-13,113000.00,Declined,,7536,354,Data Scientist,88452.00,132057.00,WITHIN RANGE,2745.50,Declined
239,22712,2026-04-27,113000.00,Accepted,2026-05-23,6066,500,Data Scientist,70554.00,119793.00,WITHIN RANGE,17826.50,Accepted
118,19280,2025-07-18,113000.00,Accepted,2025-08-07,3867,982,Full Stack Developer,81300.00,134983.00,WITHIN RANGE,4858.50,Accepted
292,14892,2026-07-11,112000.00,Declined,,5825,949,Business Analyst,61158.00,109869.00,ABOVE RANGE,26486.50,Declined
103,27154,2025-12-23,112000.00,Accepted,2026-01-31,5953,405,Full Stack Developer,52692.00,97168.00,ABOVE RANGE,37070.00,Accepted
114,4652,2026-01-05,112000.00,Accepted,2026-02-04,7514,55,Full Stack Developer,30708.00,90611.00,ABOVE RANGE,51340.50,Accepted
294,28212,2025-12-14,112000.00,Extended,,7169,867,AI Engineer,99127.00,145809.00,WITHIN RANGE,-10468.00,Extended
209,23944,2026-08-10,112000.00,Declined,,2333,44,DevOps Engineer,64410.00,114146.00,WITHIN RANGE,22722.00,Declined
307,26788,2026-01-22,111000.00,Declined,,7224,479,ML Engineer,83120.00,139229.00,WITHIN RANGE,-174.50,Declined
390,29791,2026-09-06,111000.00,Accepted,2026-09-27,5344,416,AI Engineer,30540.00,65765.00,ABOVE RANGE,62847.50,Accepted
342,16451,2026-09-04,111000.00,Accepted,2026-10-11,6667,509,Data Scientist,31437.00,70968.00,ABOVE RANGE,59797.50,Accepted
493,26307,2026-07-11,111000.00,Accepted,2026-09-05,969,551,Senior Data Analyst,57968.00,93846.00,ABOVE RANGE,35093.00,Accepted
69,20962,2026-08-18,110000.00,Declined,,208,681,Full Stack Developer,48740.00,70613.00,ABOVE RANGE,50323.50,Declined
541,10424,2026-06-14,110000.00,Negotiating,,5411,470,ML Engineer,72960.00,126840.00,WITHIN RANGE,10100.00,Negotiating
62,5895,2026-07-13,110000.00,Accepted,2026-08-21,5431,748,Data Analyst,55908.00,90256.00,ABOVE RANGE,36918.00,Accepted
98,23382,2026-05-27,110000.00,Accepted,2026-06-20,8423,282,Data Analyst,67218.00,90882.00,ABOVE RANGE,30950.00,Accepted
356,8249,2026-08-28,110000.00,Extended,,2787,190,Senior Java Developer,111114.00,163950.00,BELOW RANGE,-27532.00,Extended
281,5989,2026-08-22,110000.00,Declined,,8812,500,Data Scientist,70554.00,119793.00,WITHIN RANGE,14826.50,Declined
27,28932,2026-07-03,110000.00,Accepted,2026-08-16,9824,444,Data Scientist,87374.00,118131.00,WITHIN RANGE,7247.50,Accepted
314,29041,2026-08-22,109000.00,Negotiating,,3479,923,AI Engineer,38853.00,82254.00,ABOVE RANGE,48446.50,Negotiating
485,21623,2026-03-17,109000.00,Accepted,2026-04-22,612,882,Full Stack Developer,34506.00,89694.00,ABOVE RANGE,46900.00,Accepted
386,18372,2026-04-12,109000.00,Extended,,9009,7,Business Analyst,64825.00,99198.00,ABOVE RANGE,26988.50,Extended
254,10129,2026-09-03,109000.00,Accepted,2026-09-28,9474,350,DevOps Engineer,79163.00,123980.00,WITHIN RANGE,7428.50,Accepted
168,8427,2026-08-30,109000.00,Declined,,3094,189,Data Analyst,50368.00,79017.00,ABOVE RANGE,44307.50,Declined
91,18913,2026-07-26,109000.00,Extended,,2936,949,Business Analyst,61158.00,109869.00,WITHIN RANGE,23486.50,Extended
354,10447,2025-10-26,109000.00,Accepted,2025-12-01,635,658,Full Stack Developer,91847.00,119350.00,WITHIN RANGE,3401.50,Accepted
376,2371,2026-08-18,109000.00,Accepted,2026-09-15,6139,982,Full Stack Developer,81300.00,134983.00,WITHIN RANGE,858.50,Accepted
400,23585,2026-08-07,108000.00,Accepted,2026-09-27,1725,725,Business Analyst,75432.00,99629.00,ABOVE RANGE,20469.50,Accepted
169,24236,2026-07-29,107000.00,Negotiating,,5958,340,ML Engineer,56210.00,98609.00,ABOVE RANGE,29590.50,Negotiating
505,10516,2026-06-14,107000.00,Accepted,2026-07-21,4595,894,AI Engineer,88552.00,140447.00,WITHIN RANGE,-7499.50,Accepted
468,29985,2026-02-24,106000.00,Declined,,464,116,AI Engineer,74845.00,104260.00,ABOVE RANGE,16447.50,Declined
165,26339,2026-08-16,106000.00,Accepted,2026-09-22,8088,499,DevOps Engineer,96224.00,123120.00,WITHIN RANGE,-3672.00,Accepted
399,21309,2026-07-09,106000.00,Accepted,2026-08-10,606,492,Data Scientist,34959.00,83736.00,ABOVE RANGE,46652.50,Accepted
462,620,2026-07-12,106000.00,Negotiating,,8073,10,Java Developer,50795.00,78126.00,ABOVE RANGE,41539.50,Negotiating
238,25431,2026-03-26,106000.00,Accepted,2026-04-09,4556,33,Senior Data Analyst,71520.00,109327.00,WITHIN RANGE,15576.50,Accepted
265,27026,2026-03-08,106000.00,Accepted,2026-03-25,9508,727,Java Developer,62196.00,121555.00,WITHIN RANGE,14124.50,Accepted
84,24818,2026-08-03,105000.00,Accepted,2026-10-02,5524,752,ML Engineer,42504.00,67346.00,ABOVE RANGE,50075.00,Accepted
425,7747,2025-12-09,105000.00,Negotiating,,1290,405,Full Stack Developer,52692.00,97168.00,ABOVE RANGE,30070.00,Negotiating
381,12325,2025-11-07,105000.00,Negotiating,,6512,401,Senior Data Analyst,77094.00,124539.00,WITHIN RANGE,4183.50,Negotiating
60,19816,2026-07-29,105000.00,Accepted,2026-08-24,7850,627,Full Stack Developer,95473.00,126164.00,WITHIN RANGE,-5818.50,Accepted
172,765,2025-12-09,105000.00,Accepted,2026-01-27,9212,851,Business Analyst,59510.00,108232.00,WITHIN RANGE,21129.00,Accepted
434,8161,2026-09-11,105000.00,Negotiating,,6828,412,Java Developer,43731.00,68122.00,ABOVE RANGE,49073.50,Negotiating
33,1237,2026-09-10,105000.00,Accepted,2026-09-25,1276,912,ML Engineer,69720.00,91140.00,ABOVE RANGE,24570.00,Accepted
23,19867,2026-07-25,104000.00,Accepted,2026-08-16,8326,206,DevOps Engineer,76908.00,133978.00,WITHIN RANGE,-1443.00,Accepted
39,1774,2026-01-21,104000.00,Accepted,2026-02-12,9569,613,ML Engineer,80544.00,116729.00,WITHIN RANGE,5363.50,Accepted
66,15871,2026-08-24,103000.00,Accepted,2026-10-01,5582,962,Senior Data Analyst,95067.00,140421.00,WITHIN RANGE,-14744.00,Accepted
318,14876,2026-06-17,103000.00,Accepted,2026-08-13,7965,293,AI Engineer,81151.00,130954.00,WITHIN RANGE,-3052.50,Accepted
161,991,2026-01-21,103000.00,Declined,,7584,683,Data Analyst,32727.00,67117.00,ABOVE RANGE,53078.00,Declined
458,7060,2026-08-20,102000.00,Accepted,2026-09-05,8025,806,Business Analyst,100625.00,122179.00,WITHIN RANGE,-9402.00,Accepted
136,28797,2025-12-14,102000.00,Extended,,4285,378,Full Stack Developer,95512.00,148393.00,WITHIN RANGE,-19952.50,Extended
221,21896,2026-01-17,102000.00,Extended,,5602,675,Senior Data Analyst,65046.00,86965.00,ABOVE RANGE,25994.50,Extended
234,29066,2026-09-14,102000.00,Declined,,2280,763,AI Engineer,57300.00,94531.00,ABOVE RANGE,26084.50,Declined
283,26518,2026-09-13,102000.00,Accepted,2026-10-29,737,198,AI Engineer,83657.00,131170.00,WITHIN RANGE,-5413.50,Accepted
285,14427,2026-08-31,102000.00,Declined,,501,933,Data Analyst,21410.00,56798.00,ABOVE RANGE,62896.00,Declined
422,28646,2026-03-16,102000.00,Accepted,2026-04-07,7599,785,Data Scientist,69234.00,92133.00,ABOVE RANGE,21316.50,Accepted
479,25496,2026-01-05,102000.00,Declined,,8663,25,AI Engineer,76134.00,114392.00,WITHIN RANGE,6737.00,Declined
465,12975,2025-12-01,101000.00,Accepted,2025-12-26,1540,715,DevOps Engineer,43784.00,92485.00,ABOVE RANGE,32865.50,Accepted
306,16241,2026-07-17,101000.00,Accepted,2026-09-04,6958,575,Java Developer,25900.00,48898.00,ABOVE RANGE,63601.00,Accepted
449,17443,2025-10-12,101000.00,Accepted,2025-11-15,433,798,Java Developer,69140.00,91077.00,ABOVE RANGE,20891.50,Accepted
355,5941,2026-08-22,101000.00,Declined,,5149,373,Data Scientist,89776.00,139462.00,WITHIN RANGE,-13619.00,Declined
243,24007,2026-04-04,101000.00,Accepted,2026-05-01,5276,310,Data Analyst,28574.00,57506.00,ABOVE RANGE,57960.00,Accepted
427,3999,2026-04-11,101000.00,Accepted,2026-05-25,7402,990,AI Engineer,81138.00,116546.00,WITHIN RANGE,2158.00,Accepted
515,10639,2026-08-21,101000.00,Accepted,2026-09-08,4563,954,DevOps Engineer,43911.00,74706.00,ABOVE RANGE,41691.50,Accepted
539,28747,2026-06-24,100000.00,Extended,,9737,753,Java Developer,70985.00,92520.00,ABOVE RANGE,18247.50,Extended
433,5245,2026-08-27,100000.00,Accepted,2026-10-18,9321,755,AI Engineer,78174.00,129421.00,WITHIN RANGE,-3797.50,Accepted
158,17845,2026-05-09,99000.00,Negotiating,,7262,619,ML Engineer,57535.00,77770.00,ABOVE RANGE,31347.50,Negotiating
423,15766,2026-07-09,99000.00,Accepted,2026-08-11,1393,361,Data Analyst,52292.00,107306.00,WITHIN RANGE,19201.00,Accepted
395,7673,2026-08-03,99000.00,Extended,,2896,730,Senior Data Analyst,47356.00,104410.00,WITHIN RANGE,23117.00,Extended
526,23007,2025-10-24,98000.00,Accepted,2025-11-12,1874,284,AI Engineer,98917.00,146428.00,BELOW RANGE,-24672.50,Accepted
155,15615,2025-10-18,97000.00,Accepted,2025-11-04,5513,282,Data Analyst,67218.00,90882.00,ABOVE RANGE,17950.00,Accepted
97,3842,2026-08-17,97000.00,Accepted,2026-10-05,793,695,Full Stack Developer,80514.00,125153.00,WITHIN RANGE,-5833.50,Accepted
102,23678,2026-03-16,96000.00,Accepted,2026-05-03,6388,954,DevOps Engineer,43911.00,74706.00,ABOVE RANGE,36691.50,Accepted
232,3810,2026-05-03,95000.00,Rescinded,,8956,786,Data Analyst,53816.00,85580.00,ABOVE RANGE,25302.00,Rescinded
188,21363,2026-07-05,95000.00,Extended,,808,154,AI Engineer,53300.00,75376.00,ABOVE RANGE,30662.00,Extended
32,12688,2026-04-10,93000.00,Declined,,4579,112,Java Developer,43548.00,102069.00,WITHIN RANGE,20191.50,Declined
215,15533,2026-02-25,93000.00,Negotiating,,9336,622,Data Analyst,47184.00,85513.00,ABOVE RANGE,26651.50,Negotiating
389,15968,2026-01-31,93000.00,Accepted,2026-02-24,5056,606,Senior Data Analyst,98210.00,131156.00,BELOW RANGE,-21683.00,Accepted
81,29385,2026-07-18,92000.00,Accepted,2026-09-01,7681,736,Java Developer,66745.00,116220.00,WITHIN RANGE,517.50,Accepted
513,29045,2026-06-06,91000.00,Accepted,2026-07-10,4613,733,Data Scientist,84924.00,123725.00,WITHIN RANGE,-13324.50,Accepted
269,5262,2025-09-25,91000.00,Accepted,2025-11-06,232,620,ML Engineer,87800.00,119013.00,WITHIN RANGE,-12406.50,Accepted
464,3488,2026-08-31,91000.00,Accepted,2026-09-30,7882,699,Data Scientist,62730.00,83152.00,ABOVE RANGE,18059.00,Accepted
46,12618,2026-06-19,90000.00,Declined,,1213,124,AI Engineer,44070.00,71272.00,ABOVE RANGE,32329.00,Declined
233,2999,2026-08-27,89000.00,Accepted,2026-10-10,7153,346,Business Analyst,102795.00,161710.00,BELOW RANGE,-43252.50,Accepted
264,24224,2026-04-04,89000.00,Accepted,2026-04-19,9887,606,Senior Data Analyst,98210.00,131156.00,BELOW RANGE,-25683.00,Accepted
559,2634,2026-01-31,89000.00,Rescinded,,9790,196,Senior Java Developer,69050.00,107551.00,WITHIN RANGE,699.50,Rescinded
175,13005,2026-09-04,88000.00,Negotiating,,9746,303,Java Developer,51828.00,95441.00,WITHIN RANGE,14365.50,Negotiating
80,13107,2025-06-17,88000.00,Accepted,2025-07-30,8934,335,AI Engineer,52248.00,82471.00,ABOVE RANGE,20640.50,Accepted
277,9952,2026-06-09,88000.00,Accepted,2026-07-12,2344,35,Senior Java Developer,81896.00,127380.00,WITHIN RANGE,-16638.00,Accepted
451,16868,2025-12-26,87000.00,Extended,,8714,675,Senior Data Analyst,65046.00,86965.00,ABOVE RANGE,10994.50,Extended
48,8680,2026-09-02,86000.00,Extended,,9693,780,AI Engineer,76181.00,123770.00,WITHIN RANGE,-13975.50,Extended
537,5337,2026-02-07,85000.00,Negotiating,,7706,531,Data Analyst,65658.00,94990.00,WITHIN RANGE,4676.00,Negotiating
387,2923,2026-04-28,85000.00,Declined,,5298,619,ML Engineer,57535.00,77770.00,ABOVE RANGE,17347.50,Declined
259,15847,2026-03-03,85000.00,Accepted,2026-03-31,5421,991,Data Scientist,94570.00,146856.00,BELOW RANGE,-35713.00,Accepted
203,9668,2026-03-24,85000.00,Negotiating,,5552,215,Java Developer,43428.00,68290.00,ABOVE RANGE,29141.00,Negotiating
225,19235,2026-08-29,85000.00,Accepted,2026-10-05,995,763,AI Engineer,57300.00,94531.00,WITHIN RANGE,9084.50,Accepted
86,29706,2026-07-30,84000.00,Accepted,2026-08-18,9399,762,AI Engineer,50575.00,83199.00,ABOVE RANGE,17113.00,Accepted
343,20863,2026-07-16,84000.00,Accepted,2026-09-10,6900,442,Senior Data Analyst,71533.00,103270.00,WITHIN RANGE,-3401.50,Accepted
222,22478,2026-08-28,84000.00,Accepted,2026-10-27,1401,836,Java Developer,22304.00,58622.00,ABOVE RANGE,43537.00,Accepted
105,11549,2026-08-23,84000.00,Accepted,2026-09-09,5249,811,Data Scientist,56380.00,114858.00,WITHIN RANGE,-1619.00,Accepted
312,8939,2026-08-30,84000.00,Declined,,6025,800,AI Engineer,89454.00,127730.00,BELOW RANGE,-24592.00,Declined
412,1161,2026-04-29,83000.00,Declined,,6629,889,Full Stack Developer,90650.00,125319.00,BELOW RANGE,-24984.50,Declined
357,11264,2025-11-11,83000.00,Accepted,2025-11-25,4513,727,Java Developer,62196.00,121555.00,WITHIN RANGE,-8875.50,Accepted
445,3335,2026-06-24,83000.00,Accepted,2026-08-15,3456,943,AI Engineer,67550.00,126195.00,WITHIN RANGE,-13872.50,Accepted
82,11534,2026-06-19,83000.00,Accepted,2026-07-25,9715,851,Business Analyst,59510.00,108232.00,WITHIN RANGE,-871.00,Accepted
108,29513,2026-08-08,82000.00,Accepted,2026-09-12,8283,309,Business Analyst,82440.00,139401.00,BELOW RANGE,-28920.50,Accepted
344,10138,2025-05-23,82000.00,Declined,,5593,887,Java Developer,41256.00,70659.00,ABOVE RANGE,26042.50,Declined
454,23710,2025-05-15,81000.00,Accepted,2025-06-10,464,439,Full Stack Developer,104080.00,135830.00,BELOW RANGE,-38955.00,Accepted
442,29903,2026-01-07,81000.00,Declined,,6989,143,DevOps Engineer,59590.00,117345.00,WITHIN RANGE,-7467.50,Declined
497,26791,2025-06-25,81000.00,Declined,,6244,956,Senior Java Developer,92277.00,139626.00,BELOW RANGE,-34951.50,Declined
237,20418,2026-06-14,80000.00,Accepted,2026-08-06,8139,471,Data Scientist,41556.00,78610.00,ABOVE RANGE,19917.00,Accepted
218,12888,2026-07-08,80000.00,Accepted,2026-08-10,3867,206,DevOps Engineer,76908.00,133978.00,WITHIN RANGE,-25443.00,Accepted
444,27370,2026-05-08,80000.00,Accepted,2026-06-04,501,555,Senior Java Developer,59515.00,93525.00,WITHIN RANGE,3480.00,Accepted
566,5958,2025-11-07,80000.00,Accepted,2025-12-24,9479,700,Data Analyst,81810.00,127415.00,BELOW RANGE,-24612.50,Accepted
261,11426,2026-08-25,79000.00,Accepted,2026-09-13,7233,642,Data Scientist,44430.00,89472.00,WITHIN RANGE,12049.00,Accepted
190,1804,2026-06-17,78000.00,Accepted,2026-07-19,5199,425,DevOps Engineer,52705.00,111415.00,WITHIN RANGE,-4060.00,Accepted
455,22038,2026-04-15,78000.00,Accepted,2026-05-13,2053,178,Data Scientist,77980.00,111521.00,WITHIN RANGE,-16750.50,Accepted
287,14024,2026-07-19,78000.00,Negotiating,,3112,525,Business Analyst,70602.00,120316.00,WITHIN RANGE,-17459.00,Negotiating
210,15909,2026-03-11,78000.00,Accepted,2026-04-07,3529,737,Full Stack Developer,56668.00,115208.00,WITHIN RANGE,-7938.00,Accepted
25,19942,2026-08-30,78000.00,Accepted,2026-10-14,6912,703,Java Developer,41499.00,91537.00,WITHIN RANGE,11482.00,Accepted
106,23731,2026-06-26,78000.00,Extended,,6939,271,Java Developer,40140.00,93730.00,WITHIN RANGE,11065.00,Extended
125,1135,2025-09-20,77000.00,Extended,,3654,157,DevOps Engineer,102664.00,126183.00,BELOW RANGE,-37423.50,Extended
504,24086,2026-08-25,77000.00,Accepted,2026-10-14,9573,405,Full Stack Developer,52692.00,97168.00,WITHIN RANGE,2070.00,Accepted
3,7679,2026-07-02,77000.00,Extended,,4262,980,ML Engineer,85188.00,141338.00,BELOW RANGE,-36263.00,Extended
180,12091,2026-04-23,77000.00,Declined,,2845,504,Java Developer,69465.00,129160.00,WITHIN RANGE,-22312.50,Declined
35,20412,2026-08-16,77000.00,Accepted,2026-10-13,2590,63,ML Engineer,84637.00,105252.00,BELOW RANGE,-17944.50,Accepted
475,14548,2026-09-05,76000.00,Accepted,2026-09-29,8278,555,Senior Java Developer,59515.00,93525.00,WITHIN RANGE,-520.00,Accepted
300,1506,2026-01-19,76000.00,Rescinded,,3260,666,AI Engineer,71694.00,126818.00,WITHIN RANGE,-23256.00,Rescinded
295,26400,2025-11-22,76000.00,Accepted,2026-01-18,6611,715,DevOps Engineer,43784.00,92485.00,WITHIN RANGE,7865.50,Accepted
488,11073,2026-03-29,76000.00,Declined,,1723,743,Data Analyst,33363.00,91789.00,WITHIN RANGE,13424.00,Declined
371,22868,2026-05-30,75000.00,Accepted,2026-07-27,6335,248,Java Developer,85710.00,111951.00,BELOW RANGE,-23830.50,Accepted
273,10323,2026-07-20,75000.00,Accepted,2026-09-17,7474,246,Data Scientist,40224.00,98939.00,WITHIN RANGE,5418.50,Accepted
38,20976,2026-06-14,74000.00,Rescinded,,4526,840,ML Engineer,63225.00,118613.00,WITHIN RANGE,-16919.00,Rescinded
128,8473,2025-09-16,74000.00,Accepted,2025-10-01,982,66,Full Stack Developer,44241.00,88152.00,WITHIN RANGE,7803.50,Accepted
193,5402,2025-06-04,73000.00,Extended,,1172,154,AI Engineer,53300.00,75376.00,WITHIN RANGE,8662.00,Extended
346,1206,2026-07-16,72000.00,Declined,,9764,206,DevOps Engineer,76908.00,133978.00,BELOW RANGE,-33443.00,Declined
481,3401,2026-04-19,72000.00,Negotiating,,4164,552,Data Analyst,45028.00,93906.00,WITHIN RANGE,2533.00,Negotiating
154,26804,2026-09-16,72000.00,Accepted,2026-10-23,1936,828,Senior Java Developer,70650.00,112084.00,WITHIN RANGE,-19367.00,Accepted
328,22542,2026-08-29,71000.00,Declined,,3397,527,Data Scientist,73940.00,122503.00,BELOW RANGE,-27221.50,Declined
529,8662,2026-08-03,71000.00,Negotiating,,6511,6,ML Engineer,46912.00,104082.00,WITHIN RANGE,-4497.00,Negotiating
135,4803,2026-02-01,70000.00,Rescinded,,3536,800,AI Engineer,89454.00,127730.00,BELOW RANGE,-38592.00,Rescinded
5,26661,2026-02-19,68000.00,Declined,,2195,335,AI Engineer,52248.00,82471.00,WITHIN RANGE,640.50,Declined
340,5299,2026-04-07,68000.00,Extended,,6292,322,DevOps Engineer,49276.00,90417.00,WITHIN RANGE,-1846.50,Extended
519,25611,2026-03-21,67000.00,Negotiating,,1167,558,Data Analyst,30519.00,58649.00,ABOVE RANGE,22416.00,Negotiating
437,1858,2026-08-21,67000.00,Extended,,9541,472,Data Scientist,38589.00,64721.00,ABOVE RANGE,15345.00,Extended
280,20749,2025-08-15,66000.00,Accepted,2025-09-17,6505,871,Business Analyst,78420.00,102967.00,BELOW RANGE,-24693.50,Accepted
147,6840,2026-04-27,66000.00,Accepted,2026-05-19,5393,322,DevOps Engineer,49276.00,90417.00,WITHIN RANGE,-3846.50,Accepted
100,28564,2025-09-08,64000.00,Accepted,2025-10-17,3962,805,Data Scientist,55144.00,79721.00,WITHIN RANGE,-3432.50,Accepted
548,17064,2026-06-12,64000.00,Extended,,8548,450,ML Engineer,58560.00,113363.00,WITHIN RANGE,-21961.50,Extended
59,21617,2025-07-26,64000.00,Accepted,2025-09-06,1401,357,Business Analyst,37137.00,69821.00,WITHIN RANGE,10521.00,Accepted
534,11901,2025-08-07,64000.00,Accepted,2025-08-29,4895,433,AI Engineer,55130.00,88882.00,WITHIN RANGE,-8006.00,Accepted
535,20211,2026-09-08,64000.00,Declined,,7522,329,Data Analyst,64565.00,94795.00,BELOW RANGE,-15680.00,Declined
349,15223,2026-03-15,64000.00,Accepted,2026-04-02,3446,974,Data Analyst,84792.00,108517.00,BELOW RANGE,-32654.50,Accepted
119,12203,2026-08-10,62000.00,Accepted,2026-10-05,7746,248,Java Developer,85710.00,111951.00,BELOW RANGE,-36830.50,Accepted
15,3919,2026-03-06,61000.00,Negotiating,,6374,365,DevOps Engineer,68065.00,95775.00,BELOW RANGE,-20920.00,Negotiating
138,29478,2026-08-27,61000.00,Accepted,2026-10-03,8013,508,ML Engineer,43756.00,70265.00,WITHIN RANGE,3989.50,Accepted
373,13492,2026-07-14,60000.00,Accepted,2026-08-27,2774,551,Senior Data Analyst,57968.00,93846.00,WITHIN RANGE,-15907.00,Accepted
142,6945,2026-04-24,60000.00,Extended,,4446,729,Data Analyst,29978.00,63837.00,WITHIN RANGE,13092.50,Extended
45,28321,2026-07-08,59000.00,Accepted,2026-07-26,1916,821,Business Analyst,61030.00,96019.00,BELOW RANGE,-19524.50,Accepted
148,1675,2026-03-29,59000.00,Accepted,2026-04-20,4466,778,Data Analyst,43424.00,86943.00,WITHIN RANGE,-6183.50,Accepted
518,7974,2026-05-21,58000.00,Extended,,4657,238,ML Engineer,52670.00,75666.00,WITHIN RANGE,-6168.00,Extended
94,9602,2025-12-31,58000.00,Accepted,2026-02-08,5257,983,Data Scientist,43052.00,88210.00,WITHIN RANGE,-7631.00,Accepted
388,26041,2025-12-11,57000.00,Accepted,2026-01-31,6551,90,Data Analyst,54235.00,96742.00,WITHIN RANGE,-18488.50,Accepted
463,12413,2026-03-06,57000.00,Accepted,2026-03-26,6040,173,Senior Data Analyst,62825.00,90549.00,BELOW RANGE,-19687.00,Accepted
359,4549,2025-11-08,55000.00,Extended,,1356,735,DevOps Engineer,80754.00,123977.00,BELOW RANGE,-47365.50,Extended
